"rank_order","rank","name","scores_overall","scores_overall_rank","scores_teaching","scores_teaching_rank","scores_research","scores_research_rank","scores_citations","scores_citations_rank","scores_industry_income","scores_industry_income_rank","scores_international_outlook","scores_international_outlook_rank","record_type","member_level","url","nid","location","stats_number_students","stats_student_staff_ratio","stats_pc_intl_students","stats_female_male_ratio","aliases","subjects_offered","closed","unaccredited","disabled","apply_link","cta_button.link","cta_button.text","location_standardized"
3000,276,"University of Stuttgart",54.7,3000,43.5,236,49.7,141,62.9,769,99.9,45,61.1,603,"master_account",0,"/world-university-rankings/university-stuttgart",1031,"Germany",14410,25.1,"21%","35 : 65","University of Stuttgart","Mathematics & Statistics,Sociology,Chemistry,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Business & Management,General Engineering,Computer Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Sport Science,Languages, Literature & Linguistics,Civil Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Architecture",FALSE,FALSE,FALSE,NA,"https://www.timeshighereducation.com/student/free-documents-verification-service?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-56441501","Verify Documents","germany"
3010,276,"University of Tasmania",54.7,3010,32,631,36.3,334,81.6,292,76.7,365,90,133,"master_account",0,"/world-university-rankings/university-tasmania",808,"Australia",14344,18.9,"29%","60 : 40","University of Tasmania","Education,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,History, Philosophy & Theology,Sport Science,Psychology,Sociology,Medicine & Dentistry,Chemistry,Computer Science,Mathematics & Statistics,Communication & Media Studies,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Business & Management,Physics & Astronomy,Other Health,Electrical & Electronic Engineering,General Engineering,Law,Architecture,Economics & Econometrics,Agriculture & Forestry,Languages, Literature & Linguistics,Geography,Biological Sciences",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-41097594",NA,NA,"australia"
3020,276,"Virginia Polytechnic Institute and State University",54.7,3020,40.7,299,40.6,245,79.7,338,77.9,342,65.3,508,"public",11,"/world-university-rankings/virginia-polytechnic-institute-and-state-university",737,"United States",37225,18.5,"13%","43 : 57","Virginia Polytechnic Institute and State University virginia tech virginia","Languages, Literature & Linguistics,Agriculture & Forestry,General Engineering,Mathematics & Statistics,Other Health,Psychology,Accounting & Finance,Architecture,Chemical Engineering,Biological Sciences,Sociology,Sport Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Veterinary Science,Business & Management,Electrical & Electronic Engineering,Civil Engineering,Geography,Archaeology,Education,Communication & Media Studies,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Computer Science",FALSE,FALSE,FALSE,NA,NA,NA,"united states of america"
3030,326,"Birkbeck, University of London",52.35,3030,34.7,503,32.2,441,77.8,390,64.6,606,91.6,114,"master_account",0,"/world-university-rankings/birkbeck-university-london",613,"United Kingdom",7625,15.1,"41%","57 : 43","Birkbeck, University of London","Biological Sciences,Accounting & Finance,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,History, Philosophy & Theology,Sociology,Mathematics & Statistics,Geography,Economics & Econometrics,Art, Performing Arts & Design,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Computer Science,Education,Archaeology,Languages, Literature & Linguistics",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-55980062",NA,NA,"united kingdom"
3040,326,"China Medical University, Taiwan",52.35,3040,26.7,971,32.5,426,92.1,83,93.6,150,51.3,822,"master_account",0,"/world-university-rankings/china-medical-university-taiwan",933,"Taiwan",7157,14.9,"7%","57 : 43","China Medical University, Taiwan","General Engineering,History, Philosophy & Theology,Business & Management,Medicine & Dentistry,Veterinary Science,Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Law,Sport Science",FALSE,FALSE,FALSE,NA,NA,NA,"taiwan"
3050,326,"Dalhousie University",52.35,3050,29.6,767,32.9,416,76.9,405,78.2,336,88.5,150,"master_account",11,"/world-university-rankings/dalhousie-university",698,"Canada",17757,14.7,"28%","53 : 47","Dalhousie University","Civil Engineering,Accounting & Finance,Chemical Engineering,Agriculture & Forestry,Other Health,History, Philosophy & Theology,Art, Performing Arts & Design,Chemistry,Mathematics & Statistics,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology,Politics & International Studies (incl Development Studies),General Engineering,Architecture,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Business & Management,Medicine & Dentistry,Economics & Econometrics,Computer Science,Law,Veterinary Science,Sport Science,Physics & Astronomy",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-91697003",NA,NA,"canada"
3060,326,"Flinders University",52.35,3060,27.2,926,37.3,305,78.9,362,71.6,449,88.3,159,"master_account",0,"/world-university-rankings/flinders-university",823,"Australia",15324,31.1,"33%","65 : 35","Flinders University","Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Law,Agriculture & Forestry,Archaeology,Civil Engineering,General Engineering,Chemistry,Medicine & Dentistry,Art, Performing Arts & Design,Physics & Astronomy,Geography,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Sport Science,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Other Health,Sociology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Accounting & Finance,Communication & Media Studies,Education",FALSE,FALSE,FALSE,NA,NA,NA,"australia"
3070,326,"Florida State University",52.35,3070,37.3,389,40.5,246,76.3,424,67.3,545,58,669,"public",0,"/world-university-rankings/florida-state-university",131777,"United States",41180,25.5,"7%","58 : 42","Florida State University","Geology, Environmental, Earth & Marine Sciences,Business & Management,Computer Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Law,Mechanical & Aerospace Engineering,Archaeology,Physics & Astronomy,Other Health,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Biological Sciences,Sociology,Education,Medicine & Dentistry,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Communication & Media Studies,Chemistry,Architecture,Electrical & Electronic Engineering,Sport Science,Geography,General Engineering",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-92186279",NA,NA,"united states of america"
3080,326,"Griffith University",52.35,3080,28.5,828,36.1,336,83.1,258,78.4,333,82.5,240,"master_account",6,"/world-university-rankings/griffith-university",825,"Australia",30328,26.3,"17%","60 : 40","Griffith University","Accounting & Finance,Mathematics & Statistics,Other Health,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Business & Management,Archaeology,Electrical & Electronic Engineering,History, Philosophy & Theology,Sport Science,Chemistry,Politics & International Studies (incl Development Studies),Biological Sciences,Civil Engineering,Communication & Media Studies,General Engineering,Physics & Astronomy,Sociology,Art, Performing Arts & Design,Law,Geography,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Education,Medicine & Dentistry,Architecture",FALSE,FALSE,FALSE,NA,NA,NA,"australia"
3090,326,"Hasselt University",52.35,3090,33.1,575,38.2,290,73.4,491,88.5,204,72.1,398,"master_account",0,"/world-university-rankings/hasselt-university",587910,"Belgium",5770,28.9,"15%","49 : 51","Hasselt University","Business & Management,Civil Engineering,Economics & Econometrics,Physics & Astronomy,Communication & Media Studies,Computer Science,Chemistry,Agriculture & Forestry,Accounting & Finance,Medicine & Dentistry,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,General Engineering,Law,Sociology,Other Health,Electrical & Electronic Engineering,Architecture,Chemical Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"belgium"
3100,326,"Hebrew University of Jerusalem",52.35,3100,45.1,204,37.2,308,70.9,557,72,442,45.6,1033,"master_account",0,"/world-university-rankings/hebrew-university-jerusalem",585,"Israel",19205,9.1,"6%","57 : 43","Hebrew University of Jerusalem","Veterinary Science,Other Health,Medicine & Dentistry,Agriculture & Forestry,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Communication & Media Studies,History, Philosophy & Theology,Economics & Econometrics,Computer Science,Physics & Astronomy,Geography,Psychology,Law,Education,Mathematics & Statistics,Chemistry,Business & Management,Biological Sciences,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Archaeology,Sociology,Accounting & Finance",FALSE,FALSE,FALSE,NA,NA,NA,"israel"
3110,326,"Hunan University",52.35,3110,34.2,525,32.9,417,91.7,91,93.1,156,32.9,1530,"master_account",0,"/world-university-rankings/hunan-university",981,"China",35950,15.2,"3%","45 : 55","Hunan University","General Engineering,Biological Sciences,Education,Economics & Econometrics,Civil Engineering,Physics & Astronomy,Architecture,Accounting & Finance,History, Philosophy & Theology,Communication & Media Studies,Computer Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Chemistry,Languages, Literature & Linguistics",FALSE,FALSE,FALSE,NA,NA,NA,"china"
3120,326,"King Khalid University",52.35,3120,39,340,30.2,489,74.3,470,58.5,724,90.9,122,"master_account",0,"/world-university-rankings/king-khalid-university",623529,"Saudi Arabia",29889,7,"16%","61 : 39","King Khalid University","Accounting & Finance,Law,Mathematics & Statistics,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Medicine & Dentistry,Chemical Engineering,Languages, Literature & Linguistics,Veterinary Science,Geography,General Engineering,Computer Science,Chemistry,Architecture,Biological Sciences,Psychology,History, Philosophy & Theology,Archaeology,Civil Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Business & Management,Other Health,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Economics & Econometrics,Physics & Astronomy,Communication & Media Studies,Education",FALSE,FALSE,FALSE,NA,NA,NA,"saudi arabia"
3130,326,"Kyushu University",52.35,3130,53.8,100,47.6,166,53.3,1019,98.5,93,49.2,897,"master_account",0,"/world-university-rankings/kyushu-university",131724,"Japan",18342,7.8,"13%","29 : 71","Kyushu University","Business & Management,Medicine & Dentistry,Agriculture & Forestry,Archaeology,Other Health,Sport Science,Education,Mathematics & Statistics,Biological Sciences,Communication & Media Studies,Civil Engineering,Chemical Engineering,Geography,Languages, Literature & Linguistics,General Engineering,Veterinary Science,Law,Chemistry,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Sociology,Accounting & Finance,Computer Science,Architecture,Politics & International Studies (incl Development Studies)",FALSE,FALSE,FALSE,NA,NA,NA,"japan"
3140,326,"Loughborough University",52.35,3140,35.6,464,33.9,400,76.2,428,70.2,486,91.2,120,"master_account",0,"/world-university-rankings/loughborough-university",837,"United Kingdom",16420,14.3,"25%","40 : 60","Loughborough University","Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Law,Education,Architecture,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,General Engineering,Sport Science,Business & Management,Economics & Econometrics,Chemical Engineering,Civil Engineering,Computer Science,Physics & Astronomy,Chemistry,Other Health,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Communication & Media Studies,Biological Sciences,Sociology,Languages, Literature & Linguistics,Psychology",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-89667825",NA,NA,"united kingdom"
3150,326,"Norwegian University of Science and Technology",52.35,3150,35.3,477,39.3,266,75.4,450,72.3,437,66.3,489,"master_account",0,"/world-university-rankings/norwegian-university-science-and-technology",729,"Norway",37923,14.8,"9%","50 : 50","Norwegian University of Science and Technology","History, Philosophy & Theology,Chemical Engineering,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Archaeology,Sport Science,Economics & Econometrics,Computer Science,Chemistry,Medicine & Dentistry,Mathematics & Statistics,Architecture,Biological Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Education,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Communication & Media Studies,Geography,Civil Engineering,Sociology,Psychology,Business & Management",FALSE,FALSE,FALSE,NA,"https://www.timeshighereducation.com/student/free-documents-verification-service?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-19002601","Verify Documents","norway"
3160,326,"Oregon Health and Science University",52.35,3160,39,341,21.2,822,91.6,95,89.4,194,33.7,1499,"master_account",0,"/world-university-rankings/oregon-health-and-science-university",131454,"United States",2870,0.9,"3%","69 : 31","Oregon Health and Science University","Psychology,Chemistry,Biological Sciences,Other Health,Medicine & Dentistry",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-32306612",NA,NA,"united states of america"
3170,326,"Queen’s University",52.35,3170,35,492,36.4,328,76.2,429,79.8,323,76.3,329,"master_account",11,"/world-university-rankings/queens-university",639,"Canada",28034,26.5,"17%","58 : 42","Queen’s University Canadian University Research Student Experience","Mechanical & Aerospace Engineering,Sport Science,Electrical & Electronic Engineering,Accounting & Finance,Education,Geography,Mathematics & Statistics,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Chemical Engineering,Business & Management,Psychology,Other Health,Civil Engineering,Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Economics & Econometrics,Law,Art, Performing Arts & Design,Biological Sciences,Sociology,Languages, Literature & Linguistics,General Engineering,Computer Science,Communication & Media Studies,Agriculture & Forestry",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-38060122",NA,NA,"canada"
3180,326,"Ruhr University Bochum",52.35,3180,35.8,458,39.3,267,71.8,539,74.9,392,61.9,577,"master_account",0,"/world-university-rankings/ruhr-university-bochum",718,"Germany",31388,18.8,"19%","49 : 51","Ruhr University Bochum","Education,Art, Performing Arts & Design,Biological Sciences,Law,Accounting & Finance,Electrical & Electronic Engineering,General Engineering,Mathematics & Statistics,Psychology,Other Health,Agriculture & Forestry,Geography,Business & Management,Computer Science,Sport Science,History, Philosophy & Theology,Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Chemistry,Medicine & Dentistry,Sociology,Archaeology,Politics & International Studies (incl Development Studies),Physics & Astronomy,Economics & Econometrics",FALSE,FALSE,FALSE,NA,NA,NA,"germany"
3190,326,"Rutgers University – New Brunswick",52.35,3190,44.1,223,29.9,496,79.2,351,69.1,505,61.8,581,"public",0,"/world-university-rankings/rutgers-university-new-brunswick-0",546,"United States",46848,11.2,"16%","53 : 47","Rutgers University – New Brunswick","Other Health,Sport Science,Psychology,Agriculture & Forestry,Architecture,Communication & Media Studies,Physics & Astronomy,Medicine & Dentistry,Geography,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Education,Computer Science,Chemical Engineering,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,Sociology,Archaeology,Accounting & Finance,Mathematics & Statistics",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-70313321","https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-70313321","Admissions Support","united states of america"
3200,326,"Sharif University of Technology",52.35,3200,36.5,431,36.6,324,78.7,372,95.4,128,31.6,1590,"master_account",0,"/world-university-rankings/sharif-university-technology",802,"Iran",9491,21.8,"1%","25 : 75","Sharif University of Technology","Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Business & Management,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemistry,Civil Engineering,Physics & Astronomy,Computer Science,General Engineering,Chemical Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"iran"
3210,326,"Simon Fraser University",52.35,3210,28.6,824,35.5,352,81.8,287,84.5,258,92.2,97,"master_account",11,"/world-university-rankings/simon-fraser-university",709,"Canada",27262,30.5,"31%","54 : 46","Simon Fraser University","Physics & Astronomy,Psychology,Biological Sciences,Communication & Media Studies,Economics & Econometrics,History, Philosophy & Theology,Chemistry,Sociology,Other Health,Geography,Mathematics & Statistics,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Accounting & Finance,Archaeology,Law,Computer Science,Education,Art, Performing Arts & Design,Sport Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"canada"
3220,326,"Southeast University",52.35,3220,37.6,382,45.4,187,71.4,549,99.3,77,46.3,1008,"master_account",0,"/world-university-rankings/southeast-university",589112,"China",41806,12.7,"4%","35 : 65","Southeast University","Chemical Engineering,Sociology,Architecture,Sport Science,Accounting & Finance,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Law,Computer Science,Chemistry,Electrical & Electronic Engineering,Education,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Civil Engineering,Psychology,Other Health,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,FALSE,NA,NA,NA,"china"
3230,326,"Stellenbosch University",52.35,3230,31.2,681,40.1,252,74.6,462,89.5,193,59.6,636,"master_account",0,"/world-university-rankings/stellenbosch-university",732,"South Africa",24979,25.5,"7%","57 : 43","Stellenbosch University SU South Africa","Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Chemistry,Other Health,Mathematics & Statistics,Education,History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Economics & Econometrics,Archaeology,Biological Sciences,General Engineering,Computer Science,Physics & Astronomy,Psychology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Law,Medicine & Dentistry,Sport Science,Geography,Architecture,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"south africa"
3240,326,"St George’s, University of London",52.35,3240,23,1241,27,572,95.9,39,70.7,477,77.5,306,"master_account",0,"/world-university-rankings/st-georges-university-london",872,"United Kingdom",3705,14,"17%","67 : 33","St George’s, University of London","Other Health,Medicine & Dentistry",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-09230679",NA,NA,"united kingdom"
3250,326,"Swansea University",52.35,3250,27.6,907,30.5,479,89.1,130,58.4,725,89.8,135,"master_account",0,"/world-university-rankings/swansea-university",857,"United Kingdom",18360,16.7,"23%","48 : 52","Swansea University","Medicine & Dentistry,Physics & Astronomy,Sociology,Accounting & Finance,Geography,Law,Chemical Engineering,Biological Sciences,Other Health,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Archaeology,Electrical & Electronic Engineering,Communication & Media Studies,Psychology,General Engineering,Mathematics & Statistics,Sport Science,Education,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Civil Engineering,Politics & International Studies (incl Development Studies),Chemistry,Business & Management",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-33335862",NA,NA,"united kingdom"
3260,326,"Tampere University",52.35,3260,30.2,740,38.9,277,80.4,318,93.5,152,53.7,765,"master_account",0,"/world-university-rankings/tampere-university",670629,"Finland",16895,19.2,"8%","53 : 47","Tampere University","Mechanical & Aerospace Engineering,Education,Art, Performing Arts & Design,Civil Engineering,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Other Health,Communication & Media Studies,General Engineering,Sociology,Architecture,Chemistry,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Law,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,FALSE,NA,NA,NA,"finland"
3270,326,"The University of Tennessee-Knoxville",52.35,3270,37.8,370,31.8,448,79.1,353,71,467,54.5,746,"public",0,"/world-university-rankings/university-tennessee-knoxville",131711,"United States",29284,17.3,"4%",NA,"The University of Tennessee-Knoxville","Politics & International Studies (incl Development Studies),Architecture,Biological Sciences,General Engineering,Sport Science,Civil Engineering,Computer Science,Mathematics & Statistics,Economics & Econometrics,Chemistry,Archaeology,Education,Agriculture & Forestry,Business & Management,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,History, Philosophy & Theology,Geography,Veterinary Science,Languages, Literature & Linguistics,Accounting & Finance,Law,Electrical & Electronic Engineering,Communication & Media Studies,Psychology,Chemical Engineering,Sociology,Other Health,Mechanical & Aerospace Engineering",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-80840401",NA,NA,"united states of america"
3280,326,"TU Wien",52.35,3280,45,207,46.7,173,55.1,978,93,159,87.7,169,"master_account",0,"/world-university-rankings/tu-wien",810,"Austria",10606,17.6,"33%","32 : 68","TU Wien","General Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Computer Science,Mathematics & Statistics,Architecture,Chemistry,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"austria"
3290,326,"Università Cattolica del Sacro Cuore",52.35,3290,36.5,432,31.6,454,88.8,142,77.4,346,48.2,941,"master_account",0,"/world-university-rankings/universita-cattolica-del-sacro-cuore",131360,"Italy",25590,34.6,"6%","54 : 46","Università Cattolica del Sacro Cuore","Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,Law,Art, Performing Arts & Design,Communication & Media Studies,Other Health,Education,Sport Science,Accounting & Finance,Physics & Astronomy,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Archaeology,Sociology,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"italy"
3300,326,"Università della Svizzera italiana",52.35,3300,36.1,446,26.5,595,81,308,87.5,217,98.4,5,"master_account",1,"/world-university-rankings/universita-della-svizzera-italiana",623415,"Switzerland",3832,12,"69%","46 : 54","Università della Svizzera italiana","Architecture,Business & Management,Politics & International Studies (incl Development Studies),Communication & Media Studies,Accounting & Finance,Languages, Literature & Linguistics,Computer Science,Economics & Econometrics,History, Philosophy & Theology,Medicine & Dentistry",FALSE,FALSE,FALSE,NA,NA,NA,"switzerland"
3310,326,"University of Bayreuth",52.35,3310,38.9,343,41.2,238,66.1,683,81.7,295,67.5,471,"master_account",0,"/world-university-rankings/university-bayreuth",881,"Germany",7655,20.7,"15%","45 : 55","University of Bayreuth","Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Other Health,Education,Politics & International Studies (incl Development Studies),Chemical Engineering,Communication & Media Studies,Computer Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Law,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Business & Management,Chemistry,Geography,Sociology,Physics & Astronomy,Biological Sciences,Accounting & Finance,Art, Performing Arts & Design",FALSE,FALSE,FALSE,NA,"https://www.timeshighereducation.com/student/free-documents-verification-service?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-42504453","Verify Documents","germany"
3320,326,"University of Bremen",52.35,3320,40.8,298,40.6,244,70.3,576,63.7,631,64.3,526,"master_account",0,"/world-university-rankings/university-bremen",1023,"Germany",11768,20.2,"14%","56 : 44","University of Bremen","Agriculture & Forestry,Geography,Art, Performing Arts & Design,Biological Sciences,Law,Computer Science,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Sport Science,Education,History, Philosophy & Theology,Mathematics & Statistics,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemical Engineering,Sociology,Other Health,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies",FALSE,FALSE,FALSE,NA,"https://www.timeshighereducation.com/student/free-documents-verification-service?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-02498341","Verify Documents","germany"
3330,326,"University of Colorado Denver/Anschutz Medical Campus",52.35,3330,34.1,530,25.4,638,93.6,59,73.1,425,36.9,1363,"public",0,"/world-university-rankings/university-colorado-denver-anschutz-medical-campus",592058,"United States",19567,4,"8%","58 : 42","University of Colorado Denver/Anschutz Medical Campus","Economics & Econometrics,Education,Sociology,Biological Sciences,Art, Performing Arts & Design,Architecture,Medicine & Dentistry,Physics & Astronomy,Chemistry,Communication & Media Studies,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,General Engineering,Agriculture & Forestry,Business & Management,Psychology,Mathematics & Statistics,Other Health,Civil Engineering,Languages, Literature & Linguistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Geography",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-53338722",NA,NA,"united states of america"
3340,326,"University of Connecticut",52.35,3340,41.1,287,31.5,458,76,435,68.6,515,65,511,"public",0,"/world-university-rankings/university-connecticut",879,"United States",28524,11.6,"11%","53 : 47","University of Connecticut","Physics & Astronomy,General Engineering,Other Health,Sport Science,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Chemistry,Art, Performing Arts & Design,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemical Engineering,Sociology,Medicine & Dentistry,Veterinary Science,Education,Computer Science,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Biological Sciences,Law,Business & Management,Economics & Econometrics",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-04748462",NA,NA,"united states of america"
