"rank_order","rank","name","scores_overall","scores_overall_rank","scores_teaching","scores_teaching_rank","scores_research","scores_research_rank","scores_citations","scores_citations_rank","scores_industry_income","scores_industry_income_rank","scores_international_outlook","scores_international_outlook_rank","record_type","member_level","url","nid","location","stats_number_students","stats_student_staff_ratio","stats_pc_intl_students","stats_female_male_ratio","aliases","subjects_offered","closed","unaccredited","disabled","apply_link","cta_button.link","cta_button.text","location_standardized"
13880,1350,"Tomas Bata University in Zlín",27.9,13880,21.3,1385,21.3,815,37.1,1412,27.6,1393,54,759,"master_account",0,"/world-university-rankings/tomas-bata-university-zlin",589364,"Czech Republic",9234,19.4,"12%","56 : 44","Tomas Bata University in Zlín","Chemistry,Biological Sciences,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Computer Science,Education,Other Health",FALSE,FALSE,FALSE,NA,NA,NA,"czech republic"
13890,1350,"Toyohashi University of Technology (TUT)",27.9,13890,29.1,802,21.2,825,21.5,1811,81.2,303,44.4,1073,"master_account",0,"/world-university-rankings/toyohashi-university-technology-tut",131816,"Japan",1986,10.5,"14%","13 : 87","Toyohashi University of Technology (TUT)","Physics & Astronomy,Electrical & Electronic Engineering,General Engineering,Computer Science,Mathematics & Statistics,Civil Engineering,Chemistry,Chemical Engineering,Biological Sciences,Mechanical & Aerospace Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"japan"
13900,1350,"Transilvania University of Brașov",27.9,13900,15.1,1897,13.2,1382,48.4,1137,36.9,1167,38.2,1290,"master_account",0,"/world-university-rankings/transilvania-university-brasov",678543,"Romania",20058,23.8,"1%","52 : 48","Transilvania University of Brașov","Medicine & Dentistry,Sociology,Other Health,Law,General Engineering,Business & Management,Computer Science,Psychology,Civil Engineering,Art, Performing Arts & Design,Communication & Media Studies,Electrical & Electronic Engineering,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Education",FALSE,FALSE,FALSE,NA,NA,NA,"romania"
13910,1350,"Tunghai University",27.9,13910,15,1905,15.6,1159,40.9,1323,43.7,1007,46.3,1009,"master_account",0,"/world-university-rankings/tunghai-university",621585,"Taiwan",15438,20.8,"9%","55 : 45","Tunghai University","Law,Languages, Literature & Linguistics,Biological Sciences,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Education,Sociology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Business & Management,Art, Performing Arts & Design,Mathematics & Statistics,History, Philosophy & Theology,Physics & Astronomy,Chemistry,Architecture,Chemical Engineering,Electrical & Electronic Engineering,Sport Science,Economics & Econometrics,Computer Science",FALSE,FALSE,FALSE,NA,NA,NA,"taiwan"
13920,1350,"Tzu Chi University",27.9,13920,25.3,1069,26.7,586,19.3,1856,64.7,605,27.9,1748,"master_account",0,"/world-university-rankings/tzu-chi-university",623793,"Taiwan",3190,9.4,"8%","61 : 39","Tzu Chi University TzuChi Ci Ji","Physics & Astronomy,Other Health,Agriculture & Forestry,Communication & Media Studies,Art, Performing Arts & Design,History, Philosophy & Theology,Geography,Electrical & Electronic Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Business & Management,Sport Science,Mathematics & Statistics,Law,Sociology,Chemistry,Accounting & Finance,Veterinary Science,Languages, Literature & Linguistics,Education,Biological Sciences,Medicine & Dentistry",FALSE,FALSE,FALSE,NA,NA,NA,"taiwan"
13930,1350,"Unisinos University",27.9,13930,31.8,641,18.6,960,23.1,1771,36.3,1181,29,1702,"master_account",0,"/world-university-rankings/universidade-do-vale-do-rio-dos-sinos",131776,"Brazil",9338,20.4,"0%","53 : 47","Unisinos University","Business & Management,Politics & International Studies (incl Development Studies),Economics & Econometrics,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Other Health,Chemical Engineering,Law,Accounting & Finance,Sport Science,Psychology,Civil Engineering,Physics & Astronomy,Architecture,Computer Science,Biological Sciences,Sociology,Education,Mathematics & Statistics,General Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology,Mechanical & Aerospace Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"brazil"
13940,1350,"Universidad Autónoma de Chile",27.9,13940,12.5,2032,14.2,1288,44,1251,19.2,1811,55.7,718,"master_account",0,"/world-university-rankings/universidad-autonoma-de-chile",626166,"Chile",30323,27.9,"1%","64 : 36","Universidad Autónoma de Chile","Medicine & Dentistry,Law,Business & Management,Other Health,Psychology,Civil Engineering,Chemical Engineering,Architecture,Communication & Media Studies,Computer Science,Education",FALSE,FALSE,FALSE,NA,NA,NA,"chile"
13950,1350,"Universidad Católica San Antonio de Murcia (UCAM)",27.9,13950,19.5,1542,15.7,1150,34.6,1469,37.1,1156,53.9,760,"master_account",1,"/world-university-rankings/universidad-catolica-san-antonio-de-murcia-ucam",313017,"Spain",12404,19.5,"13%","53 : 47","Universidad Católica San Antonio de Murcia (UCAM)","Medicine & Dentistry,Veterinary Science,Art, Performing Arts & Design,Accounting & Finance,Chemistry,Education,Biological Sciences,Communication & Media Studies,Law,History, Philosophy & Theology,General Engineering,Psychology,Civil Engineering,Computer Science,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Business & Management,Other Health,Sport Science,Agriculture & Forestry,Architecture",FALSE,FALSE,FALSE,NA,NA,NA,"spain"
13960,1350,"Universidad de Cartagena",27.9,13960,13.1,2014,9.4,1902,56.5,946,18.1,1907,39.4,1251,"master_account",0,"/world-university-rankings/universidad-de-cartagena",625290,"Colombia",23440,21.5,"1%","53 : 47","Universidad de Cartagena","Civil Engineering,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,General Engineering,Accounting & Finance,Biological Sciences,Education,Chemical Engineering,Law,Languages, Literature & Linguistics,Other Health,Politics & International Studies (incl Development Studies),Physics & Astronomy,History, Philosophy & Theology,Chemistry,Mathematics & Statistics,Medicine & Dentistry",FALSE,FALSE,FALSE,NA,NA,NA,"colombia"
13970,1350,"Universidad del Desarrollo",27.9,13970,17.4,1740,11.7,1556,50.6,1086,22.1,1607,52.2,795,"master_account",0,"/world-university-rankings/universidad-del-desarrollo",584745,"Chile",16511,15.6,"4%","58 : 42","Universidad del Desarrollo Universidad del Desarrollo UDD Desarrollo University","Other Health,Architecture,Education,Civil Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Psychology,General Engineering,Accounting & Finance,Communication & Media Studies,Art, Performing Arts & Design,Law,Biological Sciences,Computer Science,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"chile"
13980,1350,"Universidade Eduardo Mondlane",27.9,13980,10.5,2081,9,1963,58.4,895,20.6,1711,52.2,796,"master_account",0,"/world-university-rankings/universidade-eduardo-mondlane",717953,"Mozambique",49985,29.9,"1%","41 : 59","Universidade Eduardo Mondlane","Law,Art, Performing Arts & Design,Chemical Engineering,Sociology,Architecture,Veterinary Science,Education,General Engineering,Communication & Media Studies,Other Health,Chemistry,Accounting & Finance,Archaeology,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Biological Sciences,Geography,History, Philosophy & Theology,Sport Science,Medicine & Dentistry,Civil Engineering,Physics & Astronomy,Business & Management,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Computer Science,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",FALSE,FALSE,FALSE,NA,NA,NA,"mozambique"
13990,1350,"Universidade Federal do ABC (UFABC)",27.9,13990,16.4,1802,16.1,1125,39.4,1359,26.3,1437,45.7,1031,"master_account",0,"/world-university-rankings/universidade-federal-do-abc-ufabc",584718,"Brazil",21548,28.2,"1%","36 : 64","Universidade Federal do ABC (UFABC)","Politics & International Studies (incl Development Studies),Agriculture & Forestry,Other Health,Computer Science,History, Philosophy & Theology,General Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Mathematics & Statistics,Geography,Electrical & Electronic Engineering,Physics & Astronomy,Sociology,Chemistry,Education,Biological Sciences,Civil Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"brazil"
14000,1350,"Universidade Federal do Paraná (UFPR)",27.9,14000,34.2,528,17,1059,28.1,1649,47.6,918,34,1479,"master_account",0,"/world-university-rankings/universidade-federal-do-parana-ufpr",131706,"Brazil",32845,11.9,"7%","56 : 44","Universidade Federal do Paraná (UFPR)","General Engineering,Agriculture & Forestry,Electrical & Electronic Engineering,Chemical Engineering,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Economics & Econometrics,Medicine & Dentistry,Biological Sciences,Sociology,Architecture,Education,Civil Engineering,Communication & Media Studies,Business & Management,Mathematics & Statistics,Law,Sport Science,Chemistry,Accounting & Finance,Other Health,Art, Performing Arts & Design,Veterinary Science,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Geography",FALSE,FALSE,FALSE,NA,NA,NA,"brazil"
14010,1350,"Universidad Loyola",27.9,14010,22.1,1318,14.1,1293,39.8,1350,18,1912,47.1,987,"master_account",0,"/world-university-rankings/universidad-loyola",719226,"Spain",5067,13.1,"4%","58 : 42","Universidad Loyola","Psychology,Law,Education,General Engineering,Communication & Media Studies,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Business & Management,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Accounting & Finance,Electrical & Electronic Engineering,Sport Science,Other Health,Computer Science",FALSE,FALSE,FALSE,NA,NA,NA,"spain"
14020,1350,"Universidad San Francisco de Quito",27.9,14020,23,1242,11.3,1611,44.3,1245,18.9,1843,65.3,507,"master_account",0,"/world-university-rankings/universidad-san-francisco-de-quito",131442,"Ecuador",7924,9.4,"2%","49 : 51","Universidad San Francisco de Quito Universidad San Francisco de Quito USFQ","Languages, Literature & Linguistics,Electrical & Electronic Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Architecture,Education,Economics & Econometrics,Communication & Media Studies,Civil Engineering,Other Health,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Sociology,General Engineering,Psychology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Business & Management,Law,Chemical Engineering,Accounting & Finance,Physics & Astronomy,Mathematics & Statistics,Computer Science",FALSE,FALSE,FALSE,NA,NA,NA,"ecuador"
14030,1350,"Universitas Airlangga",27.9,14030,27.7,903,14.1,1294,34.9,1460,27.9,1387,60.1,624,"master_account",6,"/world-university-rankings/universitas-airlangga",621591,"Indonesia",30217,7.3,"4%","65 : 35","Universitas Airlangga","History, Philosophy & Theology,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,Psychology,General Engineering,Computer Science,Geography,Art, Performing Arts & Design,Law,Other Health,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Chemical Engineering,Chemistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Sociology,Physics & Astronomy,Medicine & Dentistry,Accounting & Finance,Archaeology,Communication & Media Studies,Veterinary Science",FALSE,FALSE,FALSE,NA,NA,NA,"indonesia"
14040,1350,"Universitas Gadjah Mada",27.9,14040,30.9,699,21.8,789,26.2,1692,56.4,756,44,1088,"master_account",0,"/world-university-rankings/universitas-gadjah-mada",623652,"Indonesia",42964,8.5,"4%","58 : 42","Universitas Gadjah Mada","Chemical Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Chemistry,Electrical & Electronic Engineering,History, Philosophy & Theology,Civil Engineering,Sociology,Geography,Psychology,Medicine & Dentistry,Communication & Media Studies,Business & Management,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Veterinary Science,Other Health,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Architecture,Computer Science,Agriculture & Forestry,Law",FALSE,FALSE,FALSE,NA,NA,NA,"indonesia"
14050,1350,"Universitas Muhammadiyah Surakarta",27.9,14050,16.3,1808,9.2,1932,58.2,901,17.6,1954,31.2,1611,"master_account",0,"/world-university-rankings/universitas-muhammadiyah-surakarta",624183,"Indonesia",20121,15,"1%","59 : 41","Universitas Muhammadiyah Surakarta","Law,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Geography,Languages, Literature & Linguistics,Communication & Media Studies,Electrical & Electronic Engineering,Medicine & Dentistry,Education,Architecture,Economics & Econometrics,Business & Management,Civil Engineering,Computer Science,Psychology,Other Health,Mechanical & Aerospace Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"indonesia"
14060,1350,"Universitas Sebelas Maret",27.9,14060,20,1496,22,781,33.8,1482,49.7,872,37.3,1338,"master_account",0,"/world-university-rankings/universitas-sebelas-maret",690685,"Indonesia",27868,16.9,"2%","64 : 36","Universitas Sebelas Maret","Languages, Literature & Linguistics,Chemical Engineering,Communication & Media Studies,Architecture,Biological Sciences,Law,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Sport Science,Education,Mechanical & Aerospace Engineering,Agriculture & Forestry,Geography,Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Computer Science,Mathematics & Statistics,Psychology,Art, Performing Arts & Design,Sociology,General Engineering,Physics & Astronomy,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"indonesia"
14070,1350,"Université Djillali Liabès de Sidi Bel-Abbès",27.9,14070,27.7,904,9.8,1838,46.7,1193,17.1,1996,37.2,1343,"master_account",0,"/world-university-rankings/universite-djillali-liabes-de-sidi-bel-abbes",621624,"Algeria",27880,18.9,"1%","58 : 42","Université Djillali Liabès de Sidi Bel-Abbès","Chemical Engineering,Psychology,Sociology,Physics & Astronomy,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Biological Sciences,Business & Management,Accounting & Finance,Civil Engineering,Chemistry,Other Health,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Agriculture & Forestry,Communication & Media Studies,Law,Electrical & Electronic Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,Computer Science,General Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
14080,1350,"Université Polytechnique Hauts-de-France",27.9,14080,16.6,1786,17.2,1044,36.2,1433,60.8,688,69.3,447,"master_account",0,"/world-university-rankings/universite-polytechnique-hauts-de-france",632025,"France",13991,30.2,"12%","47 : 53","Université Polytechnique Hauts-de-France","Mechanical & Aerospace Engineering,Law,Languages, Literature & Linguistics,Civil Engineering,Business & Management,Architecture,Sport Science,Economics & Econometrics,History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Art, Performing Arts & Design,Chemical Engineering,Education,General Engineering,Communication & Media Studies,Mathematics & Statistics,Archaeology,Computer Science,Chemistry,Electrical & Electronic Engineering,Geography,Other Health,Physics & Astronomy",FALSE,FALSE,FALSE,NA,NA,NA,"france"
14090,1350,"Université Saint-Joseph de Beyrouth",27.9,14090,31.8,642,11.7,1558,25.6,1709,30.7,1305,70.4,429,"master_account",0,"/world-university-rankings/universite-saint-joseph-de-beyrouth",589355,"Lebanon",8450,9.6,"8%","60 : 40","Université Saint-Joseph de Beyrouth","Physics & Astronomy,Geography,Business & Management,Chemical Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Education,Law,Computer Science,Electrical & Electronic Engineering,Psychology,Other Health,Biological Sciences,Accounting & Finance,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Economics & Econometrics,General Engineering,Chemistry,Sociology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Communication & Media Studies,Civil Engineering,Agriculture & Forestry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Architecture",FALSE,FALSE,FALSE,NA,NA,NA,"lebanon"
14100,1350,"Universiti Malaysia Sarawak (UNIMAS)",27.9,14100,30.2,741,20.9,841,25,1724,73.3,417,61.5,592,"master_account",0,"/world-university-rankings/universiti-malaysia-sarawak-unimas",625668,"Malaysia",12296,15.8,"13%","70 : 30","Universiti Malaysia Sarawak (UNIMAS)","Mechanical & Aerospace Engineering,Biological Sciences,Accounting & Finance,Other Health,Geography,Politics & International Studies (incl Development Studies),Civil Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Computer Science,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Sociology,Architecture,Medicine & Dentistry,Chemistry,Chemical Engineering,Business & Management,Psychology,Agriculture & Forestry,Communication & Media Studies,Art, Performing Arts & Design",FALSE,FALSE,FALSE,NA,NA,NA,"malaysia"
14110,1350,"Universiti Tun Hussein Onn Malaysia (UTHM)",27.9,14110,23.1,1234,15.7,1153,34.6,1470,29.4,1332,47.5,969,"master_account",0,"/world-university-rankings/universiti-tun-hussein-onn-malaysia-uthm",625671,"Malaysia",15035,15.8,"7%","55 : 45","Universiti Tun Hussein Onn Malaysia (UTHM)","Physics & Astronomy,Agriculture & Forestry,History, Philosophy & Theology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Other Health,General Engineering,Architecture,Business & Management,Electrical & Electronic Engineering,Computer Science,Mechanical & Aerospace Engineering,Chemistry,Biological Sciences,Education,Civil Engineering,Chemical Engineering,Mathematics & Statistics,Sociology",FALSE,FALSE,FALSE,NA,NA,NA,"malaysia"
